קוֹטֵל קָנִים,אדם פשוט/ הדיוט/ חסר ידע (שהעבודה שלו זה לחתוך קני סוף)
קוֹלֶגָה,חבר למקצוע/ עמית
מֵי קוֹלוֹן,בושם
קוֹלוניה,מושבה. שטח מעבר לים שנשלט בידי מעצמה זרה
קולוסאלי,ענק/ עצום 
קוּלִינָרִי,שקשור בהכנת אוכל (אבי הוא גאון קולינרי!)
קֻלְמוּס,עט כתיבה/ נוצה שכתבו איתה (טבלו נוצה בדיותה וכתבו) •מושך בקולמוס- סופר לא להתבלבל עם פולמוס- דיון/ ויכוח/ ועם בולמוס- תאווה/ אכילה מתוך תאווה.
קול קורא במדבר,קריאה שאף אחד לא הקשיב לה. בקשה שלא נענתה ונפלה על אזניים ערלות
קולס,גבעול
תלה את הקולר בצווארו,תלה בו את האשמה
קוֹמְמִיּוּת,עצמאות
קוֹלֶקְטִיב,קבוצה
קומבינציה,צירוף
קוֹמְפּוֹזִיטוֹר,מלחין
קֹמֶץ,מעט
קוֹמְפֶּטֶנְטִי,מתאים/ בעל יכולת
קומפליקציה,סיבוך
קוֹמְפֶּנְסַצְיָה,פיצוי
קומפקטי,קטן ויעיל
קומפרומיס,פשרה
קונדס,מעשה שובבות/ כמו שהיה עושה קונדסון
קוֹנוֹטַצְיָה,הקשר/ משמעות נוספת שיש בהקשר אחר/ משמעות לוואי (למילה חיסול יש קונוטציה שלילית/ ולכן החלטנו לקרוא לה מכירת סוף עונה)
קוֹנוּס,חרוט (צורה עם שפיץ- נחלק ב-3!)
קוֹנְטְרוֹבֶרְסָלִי,שנוי במחלוקת
קֻנְטְרֵס,גיליון/ רשימה/ מנשר/ כרוז
קוֹנְסוֹנַנְס,הרמוניה/ זרימה. (ההפף מדיסוננס- צרימה)
קונסטיטוציה,חוקה
קוֹנְסְטְרוּקְצְיָה,מבנה
קונספירציה,קשירת קשר/ קנוניה/ קשר חשאי
קונספציה,תפיסת עולם/ השקפה
